HS_CODE,ship_type
29359000,Tanker
29362100,Tanker
29362200,Tanker
29362300,Tanker
29362400,Tanker
29362500,Tanker
29362600,Tanker
29362700,Tanker
29362800,Tanker
29362900,Tanker
29369000,Tanker
29371100,Tanker
29371200,Tanker
29371900,Tanker
29372100,Tanker
29372200,Tanker
29372300,Tanker
29372900,Tanker
29375000,Tanker
29379000,Tanker
29381000,Tanker
29389000,Tanker
29391100,Tanker
29391900,Tanker
29392000,Tanker
29393000,Tanker
29394100,Tanker
29394200,Tanker
29394300,Tanker
29394400,Tanker
29394900,Tanker
29395100,Tanker
29395900,Tanker
29396100,Tanker
29396200,Tanker
29396300,Tanker
29396900,Tanker
29397100,Tanker
29397900,Tanker
29398000,Tanker
29400000,Tanker
29411000,Tanker
29412000,Tanker
29413000,Tanker
29414000,Tanker
29415000,Tanker
29419000,Tanker
29420000,Tanker
30012000,Container
30019000,Container
30021100,Container
30021200,Container
30021300,Container
30021400,Container
30021500,Container
30021900,Container
30022000,Container
30023000,Container
30029000,Container
30031000,Container
30032000,Container
30033100,Container
30033900,Container
30034100,Container
30034200,Container
30034300,Container
30034900,Container
30036000,Container
30039000,Container
30041000,Container
30042000,Container
30043100,Container
30043200,Container
30043900,Container
30044100,Container
30044200,Container
30044300,Container
30044900,Container
30045000,Container
30046000,Container
30049000,Container
30051000,Container
30059010,Container
30059090,Container
30061000,Container
30062000,Container
30063000,Container
30064000,Container
30065000,Container
30066000,Container
30067000,Container
30069100,Container
30069200,Container
31010000,Dry Bulk
31021000,Dry Bulk
31022100,Dry Bulk
31022900,Dry Bulk
31023000,Dry Bulk
31024000,Dry Bulk
31025000,Dry Bulk
31026000,Dry Bulk
31028000,Dry Bulk
31029000,Dry Bulk
31031100,Dry Bulk
31031900,Dry Bulk
31039000,Dry Bulk
31042000,Dry Bulk
31043000,Dry Bulk
31049000,Dry Bulk
31051000,Dry Bulk
31052000,Dry Bulk
31053000,Dry Bulk
31054000,Dry Bulk
31055100,Dry Bulk
31055900,Dry Bulk
31056000,Dry Bulk
31059000,Dry Bulk
32011000,Container
32012000,Container
32019000,Container
32021000,Container
32029000,Container
32030000,Container
32041100,Container
32041200,Container
32041300,Container
32041400,Container
32041500,Container
32041600,Container
32041700,Container
32041900,Container
32042000,Container
32049000,Container
32050000,Container
32061100,Container
32061900,Container
32062000,Container
32064100,Container
32064200,Container
32064900,Container
32065000,Container
32071000,Container
32072000,Container
32073000,Container
32074000,Container
32081000,Container
32082000,Container
32089000,Container
32091000,Container
32099000,Container
32100010,Container
32100090,Container
32110000,Container
32121000,Container
32129010,Container
32129090,Container
32131000,Container
32139000,Container
32141000,Container
32149000,Container
32151100,Container
32151900,Container
32159010,Container
32159090,Container
33011200,Container
33011300,Container
33011900,Container
33012400,Container
33012500,Container
33012900,Container
33013000,Container
33019000,Container
33021000,Container
33029000,Container
33030000,Container
33041000,Container
33042000,Container
33043000,Container
33049100,Container
33049900,Container
33051000,Container
33052000,Container
33053000,Container
33059000,Container
33061000,Container
33062000,Container
33069000,Container
33071000,Container
33072000,Container
33073000,Container
33074100,Container
33074900,Container
33079000,Container
34011100,Container
34011900,Container
34012010,Container
34012090,Container
34013000,Container
34021100,Container
34021200,Container
34021300,Container
34021900,Container
34022000,Container
34029000,Container
34031100,Container
34031900,Container
34039100,Container
34039900,Container
34042000,Container
34049000,Container
34051000,Container
34052000,Container
34053000,Container
34054000,Container
34059000,Container
34060000,Container
34070000,Container
35011000,Container
35019000,Container
35021100,Container
35021900,Container
35022000,Container
35029000,Container
35030000,Container
35040000,Container
35051000,Container
35052000,Container
35061000,Container
35069100,Container
35069900,Container
35071000,Container
35079000,Container
36010000,Container
36020000,Container
36030000,Container
36041000,Container
36049000,Container
36050000,Container
36061000,Container
36069000,Container
37011000,Container
37012000,Container
37013000,Container
37019100,Container
37019900,Container
37021000,Container
37023100,Container
37023200,Container
37023900,Container
37024100,Container
37024200,Container
37024300,Container
37024400,Container
37025200,Container
37025300,Container
37025400,Container
37025500,Container
37025600,Container
37029600,Container
37029700,Container
37029800,Container
37031000,Container
37032000,Container
37039000,Container
37040000,Container
37050000,Container
37061000,Container
37069000,Container
37071000,Container
37079000,Container
38011000,Container
38012000,Container
38013000,Container
38019000,Container
38021000,Container
38029000,Container
38030000,Container
38040000,Container
38051000,Container
38059000,Container
38061000,Container
38062000,Container
38063000,Container
38069000,Container
38070000,Container
38085200,Container
38085900,Container
38086100,Container
38086200,Container
38086900,Container
38089111,Container
38089119,Container
38089120,Container
38089121,Container
38089129,Container
38089130,Container
38089131,Container
38089132,Container
38089139,Container
38089191,Container
38089199,Container
38089210,Container
38089290,Container
38089310,Container
38089390,Container
38089400,Container
38089900,Container
38091000,Container
38099100,Container
38099200,Container
38099300,Container
38101000,Container
38109000,Container
38111100,Container
38111900,Container
38112100,Container
38112900,Container
38119000,Container
38121000,Container
38122000,Container
38123100,Container
38123900,Container
38130000,Container
38140000,Container
38151100,Container
38151200,Container
38151900,Container
38159000,Container
38160000,Container
38170000,Container
38180000,Container
38190000,Container
38200000,Container
38210000,Container
38220000,Container
38231100,Container
38231200,Container
38231300,Container
38231900,Container
38237000,Container
38241000,Container
38243000,Container
38244000,Container
38245000,Container
38246000,Container
38247100,Container
38247200,Container
38247300,Container
38247400,Container
38247500,Container
38247600,Container
38247700,Container
38247800,Container
38247900,Container
38248100,Container
38248200,Container
38248300,Container
38248400,Container
38248500,Container
38248600,Container
38248700,Container
38248800,Container
38249100,Container
38249900,Container
38251000,Container
38252000,Container
38253000,Container
38254100,Container
38254900,Container
38255000,Container
38256100,Container
38256900,Container
38259000,Container
38260000,Container
39011000,Container
39012000,Container
39013000,Container
39014000,Container
39019000,Container
39021000,Container
39022000,Container
39023000,Container
39029000,Container
39031100,Container
39031900,Container
39032000,Container
39033000,Container
39039000,Container
39041000,Container
39042100,Container
39042200,Container
39043000,Container
39044000,Container
39045000,Container
39046100,Container
39046900,Container
39049000,Container
39051200,Container
39051900,Container
39052100,Container
39052900,Container
39053000,Container
39059100,Container
39059900,Container
39061000,Container
39069000,Container
39071000,Container
39072000,Container
39073000,Container
39074000,Container
39075000,Container
39076100,Container
39076900,Container
39077000,Container
39079100,Container
39079900,Container
39081000,Container
39089000,Container
39091000,Container
39092000,Container
39093100,Container
39093900,Container
39094000,Container
39095000,Container
39100000,Container
39111000,Container
39119000,Container
39121100,Container
39121200,Container
39122000,Container
39123100,Container
39123900,Container
39129000,Container
39131000,Container
39139000,Container
39140000,Container
39151000,Container
39152000,Container
39153000,Container
39159000,Container
39161000,Container
39162000,Container
39169000,Container
39171000,Container
39172100,Container
39172200,Container
39172300,Container
39172900,Container
39173100,Container
39173200,Container
39173300,Container
39173900,Container
39174000,Container
39181000,Container
39189000,Container
39191000,Container
39199000,Container
39201000,Container
39202000,Container
39203000,Container
39204300,Container
39204900,Container
39205100,Container
39205900,Container
39206100,Container
39206200,Container
39206300,Container
39206900,Container
39207100,Container
39207300,Container
39207900,Container
39209100,Container
39209200,Container
39209300,Container
39209400,Container
39209900,Container
39211100,Container
39211200,Container
39211300,Container
39211400,Container
39211900,Container
39219000,Container
39221000,Container
39222000,Container
39229000,Container
39231000,Container
39232100,Container
39232900,Container
39233000,Container
39234000,Container
39235000,Container
39239000,Container
39241000,Container
39249000,Container
39251000,Container
39252000,Container
39253000,Container
39259000,Container
39261000,Container
39262000,Container
39263000,Container
39264000,Container
39269000,Container
40011000,Container
40012100,Container
40012200,Container
40012900,Container
40013000,Container
40021100,Container
40021900,Container
40022000,Container
40023100,Container
40023900,Container
40024100,Container
40024900,Container
40025100,Container
40025900,Container
40026000,Container
40027000,Container
40028000,Container
40029100,Container
40029900,Container
40030000,Container
40040000,Container
40051000,Container
40052000,Container
40059100,Container
40059900,Container
40061000,Container
40069000,Container
40070000,Container
40081100,Container
40081900,Container
40082100,Container
40082900,Container
40091100,Container
40091200,Container
40092100,Container
40092200,Container
40093100,Container
40093200,Container
40094100,Container
40094200,Container
40101100,Container
40101200,Container
40101900,Container
40103100,Container
40103200,Container
40103300,Container
40103400,Container
40103500,Container
40103600,Container
40103900,Container
40111000,Container
40112000,Container
40113000,Container
40114000,Container
40115000,Container
40117000,Container
40118000,Container
40119000,Container
40121100,Container
40121200,Container
40121300,Container
40121900,Container
40122000,Container
40129000,Container
40131000,Container
40132000,Container
40139000,Container
40141000,Container
40149000,Container
40151100,Container
40151900,Container
40159000,Container
40161000,Container
40169100,Container
40169200,Container
40169300,Container
40169400,Container
40169500,Container
40169900,Container
40170010,Container
40170090,Container
41012000,Container
41015000,Container
41019000,Container
41021000,Container
41022100,Container
41022900,Container
41032000,Container
41033000,Container
41039000,Container
41041100,Container
41041900,Container
41044100,Container
41044900,Container
41051000,Container
41053000,Container
41062100,Container
41062200,Container
41063100,Container
41063200,Container
41064000,Container
41069100,Container
41069200,Container
41071100,Container
41071200,Container
41071900,Container
41079100,Container
41079200,Container
41079900,Container
41120000,Container
41131000,Container
41132000,Container
41133000,Container
41139000,Container
41141000,Container
41142000,Container
41151000,Container
41152000,Container
42010000,Container
42021100,Container
42021200,Container
42021900,Container
42022100,Container
42022200,Container
42022900,Container
42023100,Container
42023200,Container
42023900,Container
42029100,Container
42029200,Container
42029900,Container
42031000,Container
42032100,Container
42032900,Container
42033000,Container
42034000,Container
42050000,Container
42060000,Container
43011000,Container
43013000,Container
43016000,Container
43018000,Container
43019000,Container
43021100,Container
43021900,Container
43022000,Container
43023000,Container
43031000,Container
43039000,Container
43040000,Container
44011100,Container
44011200,Container
44012100,Container
44012200,Container
44013100,Container
44013900,Container
44014000,Container
44021000,Container
44029000,Container
44031100,Container
44031200,Container
44032100,Container
44032200,Container
44032300,Container
44032400,Container
44032500,Container
44032600,Container
44034100,Container
44034900,Container
44039100,Container
44039300,Container
44039400,Container
44039500,Container
44039600,Container
44039700,Container
44039800,Container
44039900,Container
44041000,Container
44042000,Container
44050000,Container
44061100,Container
44061200,Container
44069100,Container
44069200,Container
44071100,Container
44071200,Container
44071900,Container
44072100,Container
44072200,Container
44072500,Container
44072600,Container
44072700,Container
44072800,Container
44072900,Container
44079100,Container
44079200,Container
44079300,Container
44079400,Container
44079500,Container
44079600,Container
44079700,Container
44079900,Container
44081000,Container
44083100,Container
44083900,Container
44089000,Container
44091000,Container
44092100,Container
44092200,Container
44092900,Container
44101100,Container
44101200,Container
44101900,Container
44109000,Container
44111200,Container
44111300,Container
44111400,Container
44119200,Container
44119300,Container
44119400,Container
44121000,Container
44123100,Container
44123300,Container
44123400,Container
44123900,Container
44129400,Container
44129900,Container
44130000,Container
44140000,Container
44151000,Container
44152000,Container
44160000,Container
44170000,Container
44181000,Container
44182000,Container
44184000,Container
44185000,Container
44186000,Container
44187300,Container
44187400,Container
44187500,Container
44187900,Container
44189100,Container
44189900,Container
44191100,Container
44191200,Container
44191900,Container
44199000,Container
44201000,Container
44209000,Container
44211000,Container
44219100,Container
44219900,Container
45011000,Container
45019000,Container
45020000,Container
45031000,Container
45039000,Container
45041000,Container
45049000,Container
46012100,Container
46012200,Container
46012900,Container
46019200,Container
46019300,Container
46019400,Container
46019900,Container
46021100,Container
46021200,Container
46021900,Container
46029000,Container
47010000,Container
47020000,Container
47031100,Container
47031900,Container
47032100,Container
47032900,Container
47041100,Container
47041900,Container
47042100,Container
47042900,Container
47050000,Container
47061000,Container
47062000,Container
47063000,Container
47069100,Container
47069200,Container
47069300,Container
47071000,Container
47072000,Container
47073000,Container
47079000,Container
48010000,Container
48021000,Container
48022000,Container
48024000,Container
48025400,Container
48025500,Container
48025600,Container
48025700,Container
48025800,Container
48026100,Container
48026200,Container
48026900,Container
48030000,Container
48041100,Container
48041900,Container
48042100,Container
48042900,Container
48043100,Container
48043900,Container
48044100,Container
48044200,Container
48044900,Container
48045100,Container
48045200,Container
48045900,Container
48051100,Container
48051200,Container
48051900,Container
48052400,Container
48052500,Container
48053000,Container
48054000,Container
48055000,Container
48059100,Container
48059200,Container
48059300,Container
48061000,Container
48062000,Container
48063000,Container
48064000,Container
48070000,Container
48081000,Container
48084000,Container
48089000,Container
48092000,Container
48099000,Container
48101300,Container
48101400,Container
48101900,Container
48102200,Container
48102900,Container
48103100,Container
48103200,Container
48103900,Container
48109200,Container
48109900,Container
48111000,Container
48114100,Container
48114900,Container
48115100,Container
48115900,Container
48116000,Container
48119000,Container
48120000,Container
48131000,Container
48132000,Container
48139000,Container
48142000,Container
48149000,Container
48162000,Container
48169000,Container
48171000,Container
48172000,Container
48173000,Container
48181000,Container
48182000,Container
48183000,Container
48185000,Container
48189000,Container
48191000,Container
48192000,Container
48193000,Container
48194000,Container
48195000,Container
48196000,Container
48201000,Container
48202000,Container
48203000,Container
48204000,Container
48205000,Container
48209000,Container
48211000,Container
48219000,Container
48221000,Container
48229000,Container
48232000,Container
48234000,Container
48236100,Container
48236900,Container
48237000,Container
48239000,Container
49011000,Container
49019100,Container
49019900,Container
49021000,Container
49029000,Container
49030000,Container
49040000,Container
49051000,Container
49059100,Container
49059900,Container
49060000,Container
49070000,Container
49081000,Container
49089000,Container
49090000,Container
49100000,Container
49111000,Container
49119100,Container
49119900,Container
50010000,Container
50020000,Container
50030000,Container
50040000,Container
50050000,Container
50060000,Container
50071000,Container
50072000,Container
50079000,Container
51011100,Container
51011900,Container
51012100,Container
51012900,Container
51013000,Container
51021100,Container
51021900,Container
51022000,Container
51031000,Container
51032000,Container
51033000,Container
51040000,Container
51051000,Container
51052100,Container
51052900,Container
51053100,Container
51053900,Container
51054000,Container
51061000,Container
51062000,Container
51071000,Container
51072000,Container
51081000,Container
51082000,Container
51091000,Container
51099000,Container
51100000,Container
51111100,Container
51111900,Container
51112000,Container
51113000,Container
51119000,Container
51121100,Container
51121900,Container
51122000,Container
51123000,Container
51129000,Container
51130000,Container
52010000,Container
52021000,Container
52029100,Container
52029900,Container
52030000,Container
52041100,Container
52041900,Container
52042000,Container
52051100,Container
52051200,Container
52051300,Container
52051400,Container
52051500,Container
52052100,Container
52052200,Container
52052300,Container
52052400,Container
52052600,Container
52052700,Container
52052800,Container
52053100,Container
52053200,Container
52053300,Container
52053400,Container
52053500,Container
52054100,Container
52054200,Container
52054300,Container
52054400,Container
52054600,Container
52054700,Container
52054800,Container
52061100,Container
52061200,Container
52061300,Container
52061400,Container
52061500,Container
52062100,Container
52062200,Container
52062300,Container
52062400,Container
52062500,Container
52063100,Container
52063200,Container
52063300,Container
52063400,Container
52063500,Container
52064100,Container
52064200,Container
52064300,Container
52064400,Container
52064500,Container
52071000,Container
52079000,Container
52081100,Container
52081200,Container
52081300,Container
52081900,Container
52082100,Container
52082200,Container
52082300,Container
52082900,Container
52083100,Container
52083200,Container
52083300,Container
52083900,Container
52084100,Container
52084200,Container
52084300,Container
52084900,Container
52085100,Container
52085200,Container
52085900,Container
52091100,Container
52091200,Container
52091900,Container
52092100,Container
52092200,Container
52092900,Container
52093100,Container
52093200,Container
52093900,Container
52094100,Container
52094200,Container
52094300,Container
52094900,Container
52095100,Container
52095200,Container
52095900,Container
52101100,Container
52101900,Container
52102100,Container
52102900,Container
52103100,Container
52103200,Container
52103900,Container
52104100,Container
52104900,Container
52105100,Container
52105900,Container
52111100,Container
52111200,Container
52111900,Container
52112000,Container
52113100,Container
52113200,Container
52113900,Container
52114100,Container
52114200,Container
52114300,Container
52114900,Container
52115100,Container
52115200,Container
52115900,Container
52121100,Container
52121200,Container
52121300,Container
52121400,Container
52121500,Container
52122100,Container
52122200,Container
52122300,Container
52122400,Container
52122500,Container
53011000,Container
53012100,Container
53012900,Container
53013000,Container
53021000,Container
53029000,Container
53031000,Container
53039000,Container
53050000,Container
53061000,Container
53062000,Container
53071000,Container
53072000,Container
53081000,Container
53082000,Container
53089000,Container
53091100,Container
53091900,Container
53092100,Container
53092900,Container
53101000,Container
53109000,Container
53110000,Container
54011000,Container
54012000,Container
54021100,Container
54021900,Container
54022000,Container
54023100,Container
54023200,Container
54023300,Container
54023400,Container
54023900,Container
54024400,Container
54024500,Container
54024600,Container
54024700,Container
54024800,Container
54024900,Container
54025100,Container
54025200,Container
54025300,Container
54025900,Container
54026100,Container
54026200,Container
54026300,Container
54026900,Container
54031000,Container
54033100,Container
54033200,Container
54033300,Container
54033900,Container
54034100,Container
54034200,Container
54034900,Container
54041100,Container
54041200,Container
54041900,Container
54049000,Container
54050000,Container
54060000,Container
54071000,Container
54072000,Container
54073000,Container
54074100,Container
54074200,Container
54074300,Container
54074400,Container
54075100,Container
54075200,Container
54075300,Container
54075400,Container
54076100,Container
54076900,Container
54077100,Container
54077200,Container
54077300,Container
54077400,Container
54078100,Container
54078200,Container
54078300,Container
54078400,Container
54079100,Container
54079200,Container
54079300,Container
54079400,Container
54081000,Container
54082100,Container
54082200,Container
54082300,Container
54082400,Container
54083100,Container
54083200,Container
54083300,Container
54083400,Container
55011000,Container
55012000,Container
55013000,Container
55014000,Container
55019000,Container
55021000,Container
55029000,Container
55031100,Container
55031900,Container
55032000,Container
55033000,Container
55034000,Container
55039000,Container
55041000,Container
55049000,Container
55051000,Container
55052000,Container
55061000,Container
55062000,Container
55063000,Container
55064000,Container
55069000,Container
55070000,Container
55081000,Container
55082000,Container
55091100,Container
55091200,Container
55092100,Container
55092200,Container
55093100,Container
55093200,Container
55094100,Container
55094200,Container
55095100,Container
55095200,Container
55095300,Container
55095900,Container
55096100,Container
55096200,Container
55096900,Container
55099100,Container
55099200,Container
55099900,Container
55101100,Container
55101200,Container
55102000,Container
55103000,Container
55109000,Container
55111000,Container
55112000,Container
55113000,Container
55121100,Container
55121900,Container
55122100,Container
55122900,Container
55129100,Container
55129900,Container
55131100,Container
55131200,Container
55131300,Container
55131900,Container
55132100,Container
55132300,Container
55132900,Container
55133100,Container
55133900,Container
55134100,Container
55134900,Container
55141100,Container
55141200,Container
55141900,Container
55142100,Container
55142200,Container
55142300,Container
55142900,Container
55143000,Container
55144100,Container
55144200,Container
55144300,Container
55144900,Container
55151100,Container
55151200,Container
55151300,Container
55151900,Container
55152100,Container
55152200,Container
55152900,Container
55159100,Container
55159900,Container
55161100,Container
55161200,Container
55161300,Container
55161400,Container
55162100,Container
55162200,Container
55162300,Container
55162400,Container
55163100,Container
55163200,Container
55163300,Container
55163400,Container
55164100,Container
55164200,Container
55164300,Container
55164400,Container
55169100,Container
55169200,Container
55169300,Container
55169400,Container
56012100,Container
56012200,Container
56012900,Container
56013000,Container
56021000,Container
56022100,Container
56022900,Container
56029000,Container
56031100,Container
56031200,Container
56031300,Container
56031400,Container
56039100,Container
56039200,Container
56039300,Container
56039400,Container
56041000,Container
56049000,Container
56050000,Container
56060000,Container
56072100,Container
56072900,Container
56074100,Container
56074900,Container
56075000,Container
56079000,Container
56081100,Container
56081900,Container
56089000,Container
56090000,Container
57011000,Container
57019000,Container
57021000,Container
57022000,Container
57023100,Container
57023200,Container
57023900,Container
57024100,Container
57024200,Container
57024900,Container
57025000,Container
57029100,Container
57029200,Container
57029900,Container
57031000,Container
57032000,Container
57033000,Container
57039000,Container
57041000,Container
57042000,Container
57049000,Container
57050000,Container
58011000,Container
58012100,Container
58012200,Container
58012300,Container
58012600,Container
58012700,Container
58013100,Container
58013200,Container
58013300,Container
58013600,Container
58013700,Container
58019000,Container
58021100,Container
58021900,Container
58022000,Container
58023000,Container
58030000,Container
58041000,Container
58042100,Container
58042900,Container
58043000,Container
58050000,Container
58061000,Container
58062000,Container
58063100,Container
58063200,Container
58063900,Container
58064000,Container
58071000,Container
58079000,Container
58081000,Container
58089000,Container
58090000,Container
58101000,Container
58109100,Container
58109200,Container
58109900,Container
58110000,Container
59011000,Container
59019000,Container
59021000,Container
59022000,Container
59029000,Container
59031000,Container
59032000,Container
59039000,Container
59041000,Container
59049000,Container
59050000,Container
59061000,Container
59069100,Container
59069900,Container
59070000,Container
59080000,Container
59090000,Container
59100000,Container
59111000,Container
59112000,Container
59113100,Container
59113200,Container
59114000,Container
59119000,Container
60011000,Container
60012100,Container
60012200,Container
60012900,Container
60019100,Container
60019200,Container
60019900,Container
60024000,Container
60029000,Container
60031000,Container
60032000,Container
60033000,Container
60034000,Container
60039000,Container
60041000,Container
60049000,Container
60052100,Container
60052200,Container
60052300,Container
60052400,Container
60053500,Container
60053600,Container
60053700,Container
60053800,Container
60053900,Container
60054100,Container
60054200,Container
60054300,Container
60054400,Container
60059000,Container
60061000,Container
60062100,Container
60062200,Container
60062300,Container
60062400,Container
60063100,Container
60063200,Container
60063300,Container
60063400,Container
60064100,Container
60064200,Container
60064300,Container
60064400,Container
60069000,Container
61012000,Container
61013000,Container
61019000,Container
61021000,Container
61022000,Container
61023000,Container
61029000,Container
61031000,Container
61032200,Container
61032300,Container
61032900,Container
61033100,Container
61033200,Container
61033300,Container
61033900,Container
61034100,Container
61034200,Container
61034300,Container
61034900,Container
61041300,Container
61041900,Container
61042200,Container
61042300,Container
61042900,Container
61043100,Container
61043200,Container
61043300,Container
61043900,Container
61044100,Container
61044200,Container
61044300,Container
61044400,Container
61044900,Container
61045100,Container
61045200,Container
61045300,Container
61045900,Container
61046100,Container
61046200,Container
61046300,Container
61046900,Container
61051000,Container
61052000,Container
61059000,Container
61061000,Container
61062000,Container
61069000,Container
61071100,Container
61071200,Container
61071900,Container
61072100,Container
61072200,Container
61072900,Container
61079100,Container
61079900,Container
61081100,Container
61081900,Container
61082100,Container
61082200,Container
61082900,Container
61083100,Container
61083200,Container
61083900,Container
61089100,Container
61089200,Container
61089900,Container
61091000,Container
61099000,Container
61101100,Container
61101200,Container
61101900,Container
61102000,Container
61103000,Container
61109000,Container
61112000,Container
61113000,Container
61119000,Container
61121100,Container
61121200,Container
61121900,Container
61122000,Container
61123100,Container
61123900,Container
61124100,Container
61124900,Container
61130000,Container
61142000,Container
61143000,Container
61149000,Container
61151000,Container
61152100,Container
61152200,Container
61152900,Container
61153000,Container
61159400,Container
61159500,Container
61159600,Container
61159900,Container
61161000,Container
61169100,Container
61169200,Container
61169300,Container
61169900,Container
61171000,Container
61178000,Container
61179000,Container
62011100,Container
62011200,Container
62011300,Container
62011900,Container
62019100,Container
62019200,Container
62019300,Container
62019900,Container
62021100,Container
62021200,Container
62021300,Container
62021900,Container
62029100,Container
62029200,Container
62029300,Container
62029900,Container
62031100,Container
62031200,Container
62031900,Container
62032200,Container
62032300,Container
62032900,Container
62033100,Container
62033200,Container
62033300,Container
62033900,Container
62034100,Container
62034200,Container
62034300,Container
62034900,Container
62041100,Container
62041200,Container
62041300,Container
62041900,Container
62042100,Container
62042200,Container
62042300,Container
62042900,Container
62043100,Container
62043200,Container
62043300,Container
62043900,Container
62044100,Container
62044200,Container
62044300,Container
62044400,Container
62044900,Container
62045100,Container
62045200,Container
62045300,Container
62045900,Container
62046100,Container
62046200,Container
62046300,Container
62046900,Container
62052000,Container
62053000,Container
62059000,Container
62061000,Container
62062000,Container
62063000,Container
62064000,Container
62069000,Container
62071100,Container
62071900,Container
62072100,Container
62072200,Container
62072900,Container
62079100,Container
62079900,Container
62081100,Container
62081900,Container
62082100,Container
62082200,Container
62082900,Container
62089100,Container
62089200,Container
62089900,Container
62092000,Container
62093000,Container
62099000,Container
62101000,Container
62102000,Container
62103000,Container
62104000,Container
62105000,Container
62111100,Container
62111200,Container
62112000,Container
62113200,Container
62113300,Container
62113900,Container
62114200,Container
62114300,Container
62114900,Container
62121000,Container
62122000,Container
62123000,Container
62129000,Container
62132000,Container
62139000,Container
62141000,Container
62142000,Container
62143000,Container
62144000,Container
62149000,Container
62151000,Container
62152000,Container
62159000,Container
62160000,Container
62171000,Container
62179000,Container
63011000,Container
63012000,Container
63013000,Container
63014000,Container
63019000,Container
63021000,Container
63022100,Container
63022200,Container
63022900,Container
63023100,Container
63023200,Container
63023900,Container
63024000,Container
63025100,Container
63025300,Container
63025900,Container
63026000,Container
63029100,Container
63029300,Container
63029900,Container
63031200,Container
63031900,Container
63039100,Container
63039200,Container
63039900,Container
63041100,Container
63041900,Container
63042000,Container
63049110,Container
63049190,Container
63049200,Container
63049300,Container
63049900,Container
63051000,Container
63052000,Container
63053200,Container
63053300,Container
63053900,Container
63059000,Container
63061200,Container
63061900,Container
63062200,Container
63062900,Container
63063000,Container
63064000,Container
63069000,Container
63071000,Container
63072000,Container
63079000,Container
63080000,Container
63090010,Container
63090020,Container
63090090,Container
63101000,Container
63109000,Container
64011000,Container
64019200,Container
64019900,Container
64021200,Container
64021900,Container
64022000,Container
64029100,Container
64029900,Container
64031200,Container
64031900,Container
64032000,Container
64034000,Container
64035100,Container
64035900,Container
64039100,Container
64039900,Container
64041100,Container
64041900,Container
64042000,Container
64051000,Container
64052000,Container
64059000,Container
64061000,Container
64062000,Container
64069000,Container
65010000,Container
65020000,Container
65040000,Container
65050000,Container
65061000,Container
65069100,Container
65069900,Container
65070000,Container
66011000,Container
66019100,Container
66019900,Container
66020000,Container
66032000,Container
66039000,Container
67010000,Container
67021000,Container
67029000,Container
67030000,Container
67041100,Container
67041900,Container
67042000,Container
67049000,Container
68010000,Dry Bulk
68021000,Dry Bulk
68022100,Dry Bulk
68022300,Dry Bulk
68022900,Dry Bulk
68029100,Dry Bulk
68029200,Dry Bulk
68029300,Dry Bulk
68029900,Dry Bulk
68030000,Dry Bulk
68041000,Dry Bulk
68042100,Dry Bulk
68042200,Dry Bulk
68042300,Dry Bulk
68043000,Dry Bulk
68051000,Dry Bulk
68052000,Dry Bulk
68053000,Dry Bulk
68061000,Dry Bulk
68062000,Dry Bulk
68069000,Dry Bulk
68071000,Dry Bulk
68079000,Dry Bulk
68080000,Dry Bulk
68091100,Dry Bulk
68091900,Dry Bulk
68099000,Dry Bulk
68101100,Dry Bulk
68101900,Dry Bulk
68109100,Dry Bulk
68109900,Dry Bulk
68114000,Dry Bulk
68118100,Dry Bulk
68118200,Dry Bulk
68118900,Dry Bulk
68128000,Dry Bulk
68129100,Dry Bulk
68129200,Dry Bulk
68129300,Dry Bulk
68129900,Dry Bulk
68132000,Dry Bulk
68138100,Dry Bulk
68138900,Dry Bulk
68141000,Dry Bulk
68149000,Dry Bulk
68151000,Dry Bulk
68152000,Dry Bulk
68159100,Dry Bulk
68159900,Dry Bulk
69010000,Container
69021000,Container
69022000,Container
69029000,Container
69031000,Container
69032000,Container
69039000,Container
69041000,Container
69049000,Container
69051000,Container
69059000,Container
69060000,Container
69072100,Container
69072200,Container
69072300,Container
69073000,Container
69074000,Container
69091100,Container
69091200,Container
69091900,Container
69099000,Container
69101000,Container
69109000,Container
69111000,Container
69119000,Container
69120000,Container
69131000,Container
69139000,Container
69141000,Container
69149000,Container
70010000,Container
70021000,Container
70022000,Container
70023100,Container
70023200,Container
70023900,Container
70031200,Container
70031900,Container
70032000,Container
70033000,Container
70042000,Container
70049000,Container
70051000,Container
70052100,Container
70052900,Container
70053000,Container
70060000,Container
70071100,Container
70071900,Container
70072100,Container
70072900,Container
70080000,Container
70091000,Container
70099100,Container
70099200,Container
70101010,Container
70101090,Container
70102000,Container
70109000,Container
70111000,Container
70112000,Container
70119000,Container
70131000,Container
70132200,Container
70132800,Container
70133300,Container
70133700,Container
70134100,Container
70134200,Container
70134900,Container
70139100,Container
70139900,Container
70140000,Container
70151000,Container
70159000,Container
70161000,Container
70169000,Container
70171000,Container
70172000,Container
70179000,Container
70181000,Container
70182000,Container
70189000,Container
70191100,Container
70191200,Container
70191900,Container
70193100,Container
70193200,Container
70193900,Container
70194000,Container
70195100,Container
70195200,Container
70195900,Container
70199000,Container
70200000,Container
71011000,Container
71012100,Container
71012200,Container
71021000,Container
71022100,Container
71022900,Container
71023100,Container
71023900,Container
71031010,Container
71031020,Container
71031090,Container
71039100,Container
71039900,Container
71041000,Container
71042000,Container
71049000,Container
71051000,Container
71059000,Container
71061000,Container
71069100,Container
